Row ID,Order ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,Profit,Region,State,Product purchased,Category,Sub-Category
2762,CA-2017-126536,2017-12-10,2017-10-14,First Class,0.99,1,0.0,0.4356,West,California,TEC-AC-10003709|Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories
2763,CA-2017-126536,2017-12-10,2017-10-14,First Class,101.84,5,0.2,36.917,West,California,OFF-BI-10001191|Canvas Sectional Post Binders,Office Supplies,Binders
2764,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,10.332,3,0.7,-7.5768,East,Pennsylvania,OFF-BI-10003166|GBC Plasticlear Binding Covers,Office Supplies,Binders
2765,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,31.155,5,0.7,-23.8855,East,Pennsylvania,OFF-BI-10003982|Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders
2766,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,8.928,2,0.2,0.6696,East,Pennsylvania,OFF-ST-10004835|Plastic Stacking Crates & Casters,Office Supplies,Storage
2767,CA-2017-167752,2017-01-15,2017-01-18,First Class,34.384,1,0.2,3.8682,East,Pennsylvania,OFF-AP-10000159|Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances
2768,CA-2017-167752,2017-01-15,2017-01-18,First Class,1924.16,8,0.2,312.676,East,Pennsylvania,OFF-AP-10002945|Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances
2769,US-2015-122140,2015-02-04,2015-04-07,Standard Class,32.192,2,0.8,-80.48,Central,Texas,OFF-AP-10001242|APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances
2770,US-2015-122140,2015-02-04,2015-04-07,Standard Class,50.12,7,0.2,-0.6265,Central,Texas,TEC-AC-10003038|Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories
2771,US-2015-122140,2015-02-04,2015-04-07,Standard Class,47.976,3,0.2,1.7991,Central,Texas,TEC-AC-10003289|Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories
2772,CA-2016-163986,2016-03-09,2016-09-10,Standard Class,54.5,5,0.0,14.17,Central,Wisconsin,OFF-ST-10000918|Crate-A-Files,Office Supplies,Storage
2773,CA-2017-158967,2017-10-12,2017-12-12,First Class,19.104,3,0.2,5.7312,South,Florida,FUR-FU-10001940|Staple-based wall hangings,Furniture,Furnishings
2774,CA-2016-131576,2016-11-22,2016-11-26,Standard Class,49.44,3,0.0,24.2256,Central,Michigan,OFF-BI-10002852|Ibico Standard Transparent Covers,Office Supplies,Binders
2775,CA-2017-143455,2017-11-11,2017-11-18,Standard Class,10.368,2,0.2,3.6288,East,Ohio,OFF-PA-10004451|Xerox 222,Office Supplies,Paper
2776,CA-2016-144729,2016-10-21,2016-10-25,Standard Class,154.44,3,0.0,1.5444,West,California,"OFF-ST-10004804|Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage
2777,CA-2015-127019,2015-12-21,2015-12-25,Standard Class,60.984,7,0.2,4.5738,West,Colorado,OFF-AP-10003971|Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances
2778,CA-2015-138534,2015-07-17,2015-07-19,Second Class,195.466,2,0.15,-13.7976,West,California,"FUR-BO-10003159|Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases
2779,CA-2017-108322,2017-04-30,2017-05-05,Standard Class,23.68,8,0.2,6.216,South,Florida,FUR-FU-10001935|3M Hangers With Command Adhesive,Furniture,Furnishings
2780,CA-2017-108322,2017-04-30,2017-05-05,Standard Class,2.376,3,0.2,0.7425,South,Florida,TEC-AC-10003433|Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories
2781,CA-2017-167668,2017-06-05,2017-05-08,First Class,59.2,4,0.0,29.6,East,New York,OFF-LA-10004544|Avery 505,Office Supplies,Labels
2782,CA-2017-146724,2017-11-20,2017-11-27,Standard Class,22.0,10,0.0,9.68,Central,Minnesota,"OFF-AR-10001026|Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art
2783,CA-2016-139878,2016-11-11,2016-11-16,Standard Class,257.98,2,0.0,74.8142,Central,Michigan,TEC-PH-10001336|Digium D40 VoIP phone,Technology,Phones
2784,US-2016-106677,2016-05-11,2016-11-10,Standard Class,23.988,2,0.4,-15.992,East,Pennsylvania,TEC-PH-10003187|Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones
2785,CA-2016-116974,2016-09-10,2016-10-15,Standard Class,23.976,4,0.4,-15.5844,East,Ohio,TEC-PH-10004897|Mediabridge Sport Armband iPhone 5s,Technology,Phones
2786,CA-2015-149972,2015-09-21,2015-09-23,First Class,601.536,4,0.2,0.0,West,California,FUR-CH-10004997|Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs
2787,CA-2015-149972,2015-09-21,2015-09-23,First Class,7.9,2,0.0,2.528,West,California,OFF-FA-10002763|Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners
2788,US-2014-117744,2014-02-12,2014-12-06,Standard Class,58.36,5,0.6,-24.803,Central,Texas,"FUR-FU-10001588|Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings
2789,US-2014-117744,2014-02-12,2014-12-06,Standard Class,16.464,7,0.2,1.4406,Central,Texas,OFF-AR-10000940|Newell 343,Office Supplies,Art
2790,US-2014-117744,2014-02-12,2014-12-06,Standard Class,39.96,5,0.6,-23.976,Central,Texas,FUR-FU-10002759|12-1/2 Diameter Round Wall Clock,Furniture,Furnishings
2791,CA-2014-125514,2014-09-21,2014-09-22,First Class,25.96,2,0.0,7.5284,Central,Nebraska,OFF-AP-10000358|Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances
2792,CA-2014-125514,2014-09-21,2014-09-22,First Class,36.27,3,0.0,10.881,Central,Nebraska,OFF-AP-10003281|Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances
2793,CA-2014-125514,2014-09-21,2014-09-22,First Class,6.48,1,0.0,3.1104,Central,Nebraska,OFF-PA-10000029|Xerox 224,Office Supplies,Paper
2794,CA-2014-154599,2014-12-04,2014-04-17,Standard Class,1075.088,14,0.2,94.0702,West,California,TEC-PH-10001557|Pyle PMP37LED,Technology,Phones
2795,CA-2014-154599,2014-12-04,2014-04-17,Standard Class,438.368,4,0.2,38.3572,West,California,TEC-PH-10000576|AT&T 1080 Corded phone,Technology,Phones
2796,CA-2014-154599,2014-12-04,2014-04-17,Standard Class,18.088,7,0.2,6.5569,West,California,OFF-BI-10002764|Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders
2797,CA-2014-154599,2014-12-04,2014-04-17,Standard Class,308.499,3,0.15,-18.147,West,California,FUR-BO-10001337|O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases
2798,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,13.36,4,0.0,4.1416,South,Arkansas,"OFF-AR-10002257|Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art
2799,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,39.96,2,0.0,18.7812,South,Arkansas,OFF-PA-10001019|Xerox 1884,Office Supplies,Paper
2800,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,145.85,5,0.0,70.008,South,Arkansas,OFF-BI-10003364|Binding Machine Supplies,Office Supplies,Binders
2801,CA-2016-153318,2016-10-25,2016-10-28,First Class,783.96,5,0.2,78.396,South,Florida,TEC-PH-10000984|Panasonic KX-TG9471B,Technology,Phones
2802,US-2015-110163,2015-01-11,2015-11-04,First Class,7.88,1,0.2,1.773,West,Oregon,OFF-AR-10001683|Lumber Crayons,Office Supplies,Art
2803,CA-2017-143329,2017-03-11,2017-11-08,Standard Class,41.37,3,0.0,17.3754,West,New Mexico,FUR-FU-10000629|9-3/4 Diameter Round Wall Clock,Furniture,Furnishings
2804,CA-2015-159380,2015-12-05,2015-05-16,Standard Class,12.84,3,0.0,5.778,West,California,OFF-PA-10003893|Xerox 1962,Office Supplies,Paper
2805,CA-2015-159380,2015-12-05,2015-05-16,Standard Class,25.68,6,0.0,11.556,West,California,OFF-PA-10004239|Xerox 1953,Office Supplies,Paper
2806,CA-2015-122623,2015-07-09,2015-09-11,Standard Class,47.516,2,0.3,-2.0364,Central,Texas,"FUR-CH-10000553|Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs
2807,CA-2015-148635,2015-07-25,2015-07-27,Second Class,9.42,2,0.0,0.471,West,Washington,OFF-FA-10004395|Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners
2808,CA-2015-148635,2015-07-25,2015-07-27,Second Class,12.96,2,0.0,6.2208,West,Washington,OFF-PA-10004782|Xerox 228,Office Supplies,Paper
2809,CA-2015-148635,2015-07-25,2015-07-27,Second Class,704.9,5,0.0,56.392,West,Washington,"FUR-BO-10002213|Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases
2810,CA-2015-148635,2015-07-25,2015-07-27,Second Class,561.568,2,0.2,28.0784,West,Washington,FUR-CH-10001854|Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs
2811,CA-2015-135685,2015-11-16,2015-11-18,Second Class,179.82,9,0.0,84.5154,Central,Wisconsin,OFF-PA-10000157|Xerox 191,Office Supplies,Paper
2812,CA-2015-135685,2015-11-16,2015-11-18,Second Class,185.58,6,0.0,76.0878,Central,Wisconsin,"FUR-FU-10001185|Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings
2813,CA-2015-135685,2015-11-16,2015-11-18,Second Class,214.11,3,0.0,36.3987,Central,Wisconsin,"FUR-TA-10001520|Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables
2814,CA-2015-135685,2015-11-16,2015-11-18,Second Class,999.96,4,0.0,229.9908,Central,Wisconsin,TEC-AC-10004145|Logitech diNovo Edge Keyboard,Technology,Accessories
2815,CA-2015-135685,2015-11-16,2015-11-18,Second Class,653.55,3,0.0,111.1035,Central,Wisconsin,"FUR-TA-10000688|Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables
2816,CA-2015-104626,2015-01-09,2015-09-08,Standard Class,114.6,5,0.0,51.57,East,Massachusetts,OFF-BI-10001510|Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders
2817,CA-2015-104626,2015-01-09,2015-09-08,Standard Class,60.74,1,0.0,15.185,East,Massachusetts,"FUR-CH-10003817|Global Value Steno Chair, Gray",Furniture,Chairs
2818,CA-2015-104626,2015-01-09,2015-09-08,Standard Class,124.36,2,0.0,27.3592,East,Massachusetts,FUR-FU-10000308|Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings
2819,CA-2015-104626,2015-01-09,2015-09-08,Standard Class,1088.76,6,0.0,315.7404,East,Massachusetts,OFF-ST-10003208|Adjustable Depth Letter/Legal Cart,Office Supplies,Storage
2820,CA-2016-160500,2016-05-05,2016-05-08,First Class,6.72,5,0.2,2.352,West,California,OFF-BI-10003784|Computer Printout Index Tabs,Office Supplies,Binders
2821,CA-2016-160500,2016-05-05,2016-05-08,First Class,298.776,3,0.2,7.4694,West,California,FUR-TA-10003748|Bevis 36 x 72 Conference Tables,Furniture,Tables
2822,CA-2017-100202,2016-12-31,2017-01-05,Standard Class,302.376,3,0.2,22.6782,West,California,TEC-PH-10002563|Adtran 1202752G1,Technology,Phones
2823,CA-2017-131016,2017-09-18,2017-09-20,First Class,8.928,2,0.2,0.558,Central,Texas,OFF-AR-10000122|Newell 314,Office Supplies,Art
2824,CA-2017-131016,2017-09-18,2017-09-20,First Class,47.584,2,0.2,-2.974,Central,Texas,OFF-ST-10000352|Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage
2825,US-2014-112914,2014-09-25,2014-09-30,Standard Class,33.792,8,0.2,10.56,Central,Texas,OFF-PA-10003270|Xerox 1954,Office Supplies,Paper
2826,US-2014-112914,2014-09-25,2014-09-30,Standard Class,300.5328,2,0.32,-97.2312,Central,Texas,FUR-BO-10003272|O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases
2827,US-2014-112914,2014-09-25,2014-09-30,Standard Class,2.724,2,0.8,-4.3584,Central,Texas,OFF-BI-10002982|Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders
2828,US-2014-112914,2014-09-25,2014-09-30,Standard Class,3.264,2,0.2,1.1016,Central,Texas,OFF-EN-10001509|Poly String Tie Envelopes,Office Supplies,Envelopes
2829,CA-2016-124149,2016-04-23,2016-04-26,First Class,108.336,6,0.2,37.9176,East,Ohio,OFF-PA-10002421|Embossed Ink Jet Note Cards,Office Supplies,Paper
2830,CA-2016-124149,2016-04-23,2016-04-26,First Class,55.92,5,0.2,6.291,East,Ohio,OFF-ST-10000760|Eldon Fold 'N Roll Cart System,Office Supplies,Storage
2831,CA-2016-124149,2016-04-23,2016-04-26,First Class,78.304,2,0.2,29.364,East,Ohio,OFF-PA-10002923|Xerox 1942,Office Supplies,Paper
2832,CA-2014-148915,2014-01-11,2014-11-05,Standard Class,443.92,5,0.2,-94.333,West,Oregon,"OFF-ST-10001128|Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage
2833,CA-2014-148915,2014-01-11,2014-11-05,Standard Class,155.976,3,0.2,54.5916,West,Oregon,TEC-PH-10000673|Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones
2834,CA-2017-134649,2017-01-26,2017-01-31,Second Class,15.47,7,0.0,4.1769,South,Alabama,OFF-AR-10001547|Newell 311,Office Supplies,Art
2835,CA-2017-134649,2017-01-26,2017-01-31,Second Class,7.16,2,0.0,3.4368,South,Alabama,OFF-BI-10001890|Avery Poly Binder Pockets,Office Supplies,Binders
2836,CA-2017-110842,2017-11-11,2017-11-16,Standard Class,10.89,1,0.0,2.8314,West,California,OFF-AP-10003971|Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances
2837,CA-2017-110842,2017-11-11,2017-11-16,Standard Class,19.44,3,0.0,9.3312,West,California,OFF-PA-10000520|Xerox 201,Office Supplies,Paper
2838,CA-2017-110842,2017-11-11,2017-11-16,Standard Class,121.6,5,0.2,39.52,West,California,OFF-BI-10000977|Ibico Plastic Spiral Binding Combs,Office Supplies,Binders
2839,CA-2016-147368,2016-09-06,2016-06-12,First Class,695.7,2,0.5,-27.828,South,Florida,TEC-MA-10002178|Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines
2840,US-2015-104185,2015-03-09,2015-09-08,Second Class,120.33,1,0.0,31.2858,East,New York,OFF-ST-10001526|Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,Storage
2841,US-2014-125521,2014-03-14,2014-03-19,Standard Class,1139.92,4,0.0,284.98,South,Virginia,FUR-CH-10003379|Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs
2842,US-2017-135062,2017-08-31,2017-09-04,Second Class,229.544,7,0.2,83.2097,South,North Carolina,OFF-PA-10000100|Xerox 1945,Office Supplies,Paper
2843,CA-2017-135650,2017-03-23,2017-03-27,Standard Class,143.728,2,0.2,-32.3388,Central,Texas,OFF-ST-10001809|Fellowes Officeware Wire Shelving,Office Supplies,Storage
2844,CA-2017-112865,2017-05-18,2017-05-22,Standard Class,36.048,3,0.2,-0.9012,East,Pennsylvania,TEC-AC-10000387|KeyTronic�KT800P2 -�Keyboard�- Black,Technology,Accessories
2845,US-2016-162852,2016-12-27,2016-12-31,Standard Class,845.488,8,0.3,-12.0784,Central,Illinois,"FUR-CH-10004853|Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs
2846,CA-2017-138163,2017-11-17,2017-11-20,First Class,50.94,3,0.0,14.2632,East,Massachusetts,OFF-AR-10001958|Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art
2847,CA-2017-152093,2017-10-09,2017-09-15,Standard Class,762.594,3,0.8,-1143.891,Central,Illinois,OFF-BI-10003527|Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders
2848,CA-2017-157854,2017-08-04,2017-04-15,Standard Class,56.28,6,0.0,15.7584,South,Georgia,"FUR-FU-10003832|Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings
2849,CA-2017-157854,2017-08-04,2017-04-15,Standard Class,2690.97,3,0.0,1264.7559,South,Georgia,OFF-BI-10001359|GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders
2850,CA-2016-123617,2016-11-28,2016-12-03,Standard Class,7.434,6,0.7,-5.6994,South,Florida,OFF-BI-10002976|ACCOHIDE Binder by Acco,Office Supplies,Binders
2851,US-2016-128293,2016-02-06,2016-06-05,First Class,64.784,1,0.2,-12.9568,East,Pennsylvania,OFF-ST-10000736|Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage
2852,CA-2017-107342,2017-12-17,2017-12-22,Standard Class,28.16,4,0.0,13.2352,Central,Indiana,"OFF-PA-10001745|Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper
2853,CA-2016-136371,2016-03-19,2016-03-21,Second Class,14.98,1,0.0,6.8908,East,New York,"FUR-FU-10000409|GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings
2854,CA-2016-136371,2016-03-19,2016-03-21,Second Class,20.32,4,0.0,6.9088,East,New York,"FUR-FU-10000221|Master Caster Door Stop, Brown",Furniture,Furnishings
2855,CA-2017-137344,2017-08-20,2017-08-20,Same Day,40.29,3,0.0,10.4754,East,Massachusetts,"OFF-ST-10000344|Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage
2856,CA-2017-169810,2017-07-25,2017-07-31,Standard Class,20.23,7,0.0,9.5081,Central,South Dakota,OFF-LA-10003663|Avery 498,Office Supplies,Labels
2857,CA-2016-128594,2016-08-26,2016-08-29,First Class,1603.136,4,0.2,100.196,West,California,FUR-CH-10001215|Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs
2858,CA-2016-154690,2016-08-15,2016-08-17,Second Class,225.296,2,0.2,22.5296,South,North Carolina,FUR-CH-10000988|Hon Olson Stacker Stools,Furniture,Chairs
2859,CA-2017-138975,2017-05-19,2017-05-23,Standard Class,67.8,4,0.0,4.068,South,Georgia,TEC-AC-10003441|Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories
2860,CA-2017-138975,2017-05-19,2017-05-23,Standard Class,377.97,3,0.0,98.2722,South,Georgia,TEC-PH-10004389|Nokia Lumia 925,Technology,Phones
2861,CA-2017-138975,2017-05-19,2017-05-23,Standard Class,1628.82,9,0.0,374.6286,South,Georgia,FUR-BO-10004695|O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases
2862,CA-2017-138975,2017-05-19,2017-05-23,Standard Class,286.93,7,0.0,140.5957,South,Georgia,OFF-PA-10000100|Xerox 1945,Office Supplies,Paper
2863,CA-2017-106537,2017-12-08,2017-08-17,Standard Class,20.736,4,0.2,7.2576,South,Florida,OFF-PA-10000223|Xerox 2000,Office Supplies,Paper
2864,US-2017-103828,2017-08-13,2017-08-13,Same Day,31.44,3,0.0,8.4888,West,California,OFF-ST-10001325|Sterilite Officeware Hinged File Box,Office Supplies,Storage
2865,US-2017-103828,2017-08-13,2017-08-13,Same Day,83.79,7,0.0,22.6233,West,California,OFF-AP-10004249|Staple holder,Office Supplies,Appliances
2866,US-2017-103828,2017-08-13,2017-08-13,Same Day,59.52,3,0.0,15.4752,West,California,OFF-AR-10000588|Newell 345,Office Supplies,Art
2867,US-2017-103828,2017-08-13,2017-08-13,Same Day,31.92,4,0.0,9.2568,West,California,OFF-SU-10000946|Staple remover,Office Supplies,Supplies
2868,CA-2016-115588,2016-10-11,2016-11-12,Second Class,14.72,5,0.2,-3.312,East,Ohio,OFF-SU-10001225|Staple remover,Office Supplies,Supplies
2869,CA-2016-115588,2016-10-11,2016-11-12,Second Class,38.976,3,0.2,-2.436,East,Ohio,OFF-ST-10001558|Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage
2870,CA-2017-143861,2017-12-06,2017-06-19,Standard Class,17.088,2,0.2,1.068,South,Florida,FUR-FU-10001546|Dana Swing-Arm Lamps,Furniture,Furnishings
2871,CA-2014-148040,2014-03-22,2014-03-26,Standard Class,74.352,3,0.2,23.235,West,Arizona,OFF-PA-10002581|Xerox 1951,Office Supplies,Paper
2872,CA-2014-148040,2014-03-22,2014-03-26,Standard Class,314.352,3,0.2,-35.3646,West,Arizona,FUR-CH-10001482|Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs
2873,CA-2017-135167,2017-06-15,2017-06-20,Standard Class,4.26,1,0.0,1.7466,West,California,"OFF-AR-10002399|Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art
2874,CA-2017-137022,2017-11-16,2017-11-22,Standard Class,811.28,8,0.0,24.3384,West,California,OFF-ST-10001963|Tennsco Regal Shelving Units,Office Supplies,Storage
2875,US-2017-102638,2017-12-29,2017-12-31,First Class,6.03,3,0.0,2.9547,East,New York,OFF-FA-10002988|Ideal Clamps,Office Supplies,Fasteners
2876,US-2016-167339,2016-01-21,2016-01-23,Second Class,153.568,2,0.2,-5.7588,West,California,FUR-CH-10004289|Global Super Steno Chair,Furniture,Chairs
2877,US-2016-167339,2016-01-21,2016-01-23,Second Class,1013.488,7,0.2,76.0116,West,California,FUR-CH-10000785|Global Ergonomic Managers Chair,Furniture,Chairs
2878,CA-2016-152072,2016-01-15,2016-01-19,Standard Class,52.34,2,0.0,24.5998,East,New Jersey,OFF-EN-10003040|Quality Park Security Envelopes,Office Supplies,Envelopes
2879,CA-2016-152072,2016-01-15,2016-01-19,Standard Class,4.66,2,0.0,1.3514,East,New Jersey,OFF-AR-10001573|American Pencil,Office Supplies,Art
2880,CA-2016-152072,2016-01-15,2016-01-19,Standard Class,254.97,3,0.0,91.7892,East,New Jersey,TEC-AC-10000844|Logitech�Gaming G510s - Keyboard,Technology,Accessories
2881,CA-2016-102932,2016-09-19,2016-09-23,Second Class,25.44,6,0.0,12.72,East,New Jersey,OFF-BI-10000756|Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders
2882,CA-2016-102932,2016-09-19,2016-09-23,Second Class,27.93,3,0.0,8.0997,East,New Jersey,OFF-SU-10000381|Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies
2883,CA-2014-165540,2014-02-21,2014-02-25,Standard Class,8.85,5,0.8,-13.7175,Central,Illinois,OFF-BI-10004094|GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders
2884,CA-2016-130799,2016-11-11,2016-11-16,Second Class,6.96,4,0.0,2.2272,West,California,"FUR-FU-10001852|Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings
2885,CA-2016-164483,2016-01-30,2016-02-03,Standard Class,17.456,2,0.2,5.8914,West,California,OFF-BI-10000014|Heavy-Duty E-Z-D Binders,Office Supplies,Binders
2886,US-2016-159856,2016-10-18,2016-10-22,Standard Class,307.92,5,0.2,-34.641,West,Arizona,FUR-CH-10003396|Global Deluxe Steno Chair,Furniture,Chairs
2887,CA-2017-102099,2017-12-18,2017-12-19,First Class,6.63,3,0.0,1.7901,West,California,OFF-AR-10003811|Newell 327,Office Supplies,Art
2888,CA-2017-102099,2017-12-18,2017-12-19,First Class,12.96,2,0.0,6.2208,West,California,OFF-PA-10003172|Xerox 1996,Office Supplies,Paper
2889,CA-2017-102099,2017-12-18,2017-12-19,First Class,32.4,5,0.0,15.552,West,California,OFF-PA-10000289|Xerox 213,Office Supplies,Paper
2890,CA-2017-164049,2017-02-11,2017-11-06,Standard Class,23.85,5,0.0,10.7325,West,Washington,"OFF-PA-10000791|Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper
2891,CA-2014-142727,2014-04-29,2014-05-01,Second Class,51.96,2,0.0,12.99,South,Louisiana,"FUR-CH-10002304|Global Stack Chair without Arms, Black",Furniture,Chairs
2892,CA-2014-142727,2014-04-29,2014-05-01,Second Class,17.94,3,0.0,8.6112,South,Louisiana,OFF-BI-10000136|Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders
2893,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,11.56,2,0.0,5.6644,East,New York,OFF-PA-10003739|Xerox 1969,Office Supplies,Paper
2894,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,26.4,5,0.0,11.88,East,New York,OFF-PA-10002479|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper
2895,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,69.08,11,0.0,29.0136,East,New York,"FUR-FU-10000771|Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings
2896,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,35.88,3,0.0,10.0464,East,New York,TEC-PH-10001552|I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones
2897,CA-2014-169033,2014-03-30,2014-04-03,Standard Class,49.65,5,0.0,20.853,East,New York,OFF-AR-10001915|Peel-Off China Markers,Office Supplies,Art
2898,US-2016-164630,2016-04-01,2016-01-09,Standard Class,959.968,4,0.2,119.996,South,North Carolina,TEC-CO-10000971|Hewlett Packard 310 Color Digital Copier,Technology,Copiers
2899,US-2015-114839,2015-04-26,2015-04-30,Standard Class,408.422,2,0.3,-5.8346,Central,Texas,FUR-CH-10004086|Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs
2900,CA-2015-166464,2015-12-09,2015-09-17,Standard Class,479.984,2,0.2,59.998,East,New York,TEC-CO-10000971|Hewlett Packard 310 Color Digital Copier,Technology,Copiers
2901,CA-2015-166464,2015-12-09,2015-09-17,Standard Class,12.6,4,0.0,6.048,East,New York,OFF-LA-10001317|Avery 520,Office Supplies,Labels
2902,CA-2017-124898,2017-11-09,2017-09-15,Standard Class,184.66,7,0.0,84.9436,South,Georgia,OFF-PA-10003656|Xerox 1935,Office Supplies,Paper
2903,CA-2016-164035,2016-12-06,2016-06-17,Standard Class,23.12,5,0.2,8.381,Central,Illinois,OFF-PA-10002160|Xerox 1978,Office Supplies,Paper
2904,CA-2016-153577,2016-06-27,2016-07-01,Standard Class,37.464,7,0.2,12.1758,Central,Illinois,"OFF-PA-10000575|Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper
2905,CA-2016-153577,2016-06-27,2016-07-01,Standard Class,539.658,3,0.3,-7.7094,Central,Illinois,FUR-CH-10003981|Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs
2906,CA-2014-127586,2014-09-26,2014-09-30,Standard Class,310.12,2,0.0,80.6312,West,Washington,"OFF-ST-10002615|Dual Level, Single-Width Filing Carts",Office Supplies,Storage
2907,CA-2017-121615,2017-03-11,2017-11-09,Standard Class,8.56,2,0.0,3.852,Central,Minnesota,OFF-PA-10000327|Xerox 1971,Office Supplies,Paper
2908,CA-2017-121615,2017-03-11,2017-11-09,Standard Class,52.4,5,0.0,14.148,Central,Minnesota,OFF-ST-10001325|Sterilite Officeware Hinged File Box,Office Supplies,Storage
2909,CA-2017-121615,2017-03-11,2017-11-09,Standard Class,14.94,3,0.0,6.8724,Central,Minnesota,OFF-LA-10001771|Avery 513,Office Supplies,Labels
2910,CA-2017-166415,2017-02-19,2017-02-23,Standard Class,11.22,3,0.0,0.2244,West,Washington,OFF-FA-10004968|Rubber Band Ball,Office Supplies,Fasteners
